ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,AÑO VIGENCIA,MES VIGENCIA
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"64,896",,,,,,"2,018",1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GENERAL,,"13,227",,,,85,"2,019",6
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,"3,249","2,020",4
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"53,085","70,294","256,765",,,,"2,018",1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,67,184,,,994,"2,018",10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"69,262",,,,,,"2,020",6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,"205,762",,,,,"2,018",10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,"29,772",,,,"1,116","2,020",8
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"5,350",,,,,"2,020",6
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"20,406","9,782",,,,,"2,020",3
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,"1,380","35,921",,,,,"2,020",10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"171,567",,,,,"2,019",10
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,188,184,"2,114",,,,"2,018",6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,"42,531","79,908",167,486,,357,"2,019",11
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"345,766","111,469",,,,"126,245","2,020",3
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,,,,,"18,235","2,019",12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,"39,907","67,795",,,,,"2,018",2
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,836,552",,,,,,"2,019",8
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,,"3,404",,,,"6,856","2,018",10
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"128,163",,,,,,"2,020",1
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL LIQUIDO,"2,537",,,,,,"2,020",11
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,"3,377","2,019",12
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"10,498",,,,,570,"2,019",3
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"87,269",,,,,"2,020",7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,"25,456","23,533",,,,,"2,019",11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,79,392,,,,,"2,020",2
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,,,,,,"15,489","2,018",8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"133,171",,,,,"2,020",5
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"72,777",,,,,"2,020",6
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,,"24,230",,,,,"2,020",11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"61,770","92,661","251,588",,,,"2,018",6
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"13,071",,,,,"2,019",11
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"10,296",,,,,"2,018",8
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"2,015",,,,,"2,019",2
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,63,,"2,019",7
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,43,6,14,,,,"2,018",4
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"289,960",,,,"161,718","2,020",12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,"57,778",,,"7,833",,"2,020",2
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GENERAL,"7,000",,,,,,"2,020",5
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"11,000",,,,,,"2,020",1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,"2,955","9,541",950,,,464,"2,020",7
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,154,246",,,,,,"2,018",10
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"74,280","49,513",,,,,"2,020",7
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,56,"17,676",,60,,,"2,018",4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,"15,161","4,745",,,,,"2,019",8
BARRANQUILLA,ATUNAMAR LIMITADA,GENERAL,,,,,,"3,096","2,018",2
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,600,"2,018",9
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"76,837","112,869","400,227",,,,"2,019",12
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,"6,978","11,190",,,,,"2,018",4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"23,999",,,,,"2,019",11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"55,333","24,786",625,,,,"2,018",6
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,781,,"2,019",4
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,"104,236",,,,,,"2,020",8
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"3,296",,,,,"2,018",12
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"40,373",,,,,"2,019",6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,77,,,,"3,444","2,020",10
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,132,,,,"3,835","2,018",11
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,"28,665",,,,,"2,020",6
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"252,777","145,526",,,,"164,205","2,018",3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,"144,999",,,,,,"2,020",12
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"6,350",,,,,"2,018",7
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,844","2,020",2
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"24,252",,,,,"2,019",9
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"59,469",,,,,,"2,018",3
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"1,419","2,020",2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,"10,486",,,,,,"2,019",11
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,,124,,,"2,655","2,018",5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,"51,555","23,113",,,,,"2,018",6
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"299,807",,,,,"2,020",8
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"43,686",,,,,,"2,020",2
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,"3,159","2,018",1
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"7,142",,,,,"5,929","2,020",10
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,"1,524",,,,,"2,019",7
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,"1,274",,,,,"2,020",1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"38,703",,,,,"2,018",1
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,"6,599","8,948",,,,,"2,019",4
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"15,454",,,,546,"1,842","2,019",5
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"8,226","6,490",,,,,"2,019",7
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,"28,006","5,500",,,,,"2,020",6
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"11,926",,,,,"2,019",4
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"52,712",,,,,,"2,018",2
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"872,081",,,,,,"2,018",6
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,,"3,040",,,,,"2,020",8
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"383,145",,,,"25,850","2,020",1
CARTAGENA,PUERTO BUENAVISTA S.A,CONTENEDORES,995,,,,,,"2,019",4
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,355,018",,,,,,"2,018",2
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"5,118",,,,,"4,185","2,019",12
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,590,536",,,,,,"2,020",12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,"52,300","13,719",,,,,"2,018",4
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"7,220",,,,,918,"2,018",2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"151,530","239,707","541,963",,,,"2,018",6
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,11,263,,,,,"2,019",11
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"142,714","185,010","1,142,647",,,,"2,018",3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"32,081",,,,,"2,018",12
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,,,,,"2,071","2,018",3
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,"22,934","8,619",,,"11,592","3,048","2,019",4
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,"8,693","1,702",,,,,"2,020",8
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,378,148",,,,,,"2,020",3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,"114,936",,,,,,"2,019",4
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"10,350",,,,,"2,018",9
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,"50,219","114,484",,,,"7,764","2,020",3
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"2,474","10,369",,,,,"2,020",1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,34,,,,,"2,019",6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,,,,,"2,492","2,020",4
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,109,256",,,,,,"2,020",4
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,896","2,019",7
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"12,281","7,940",,,,,"2,019",6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,"1,701","6,658",,,,,"2,018",7
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"1,755","2,019",11
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,65,"10,979",,,,,"2,020",10
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"44,363",,,,,"2,020",5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"73,837","31,661",,,,,"2,020",2
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,"91,030",,,,,"2,018",12
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"15,004",,,,,"2,018",8
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"18,659",,,,,"2,019",6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,"1,974","10,556",,,,,"2,018",8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"216,781",,,,,"2,019",7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,"1,652","11,331","1,249",,,336,"2,019",4
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"27,209",,,,,,"2,019",2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,"91,370",,,,,,"2,018",11
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,255,"3,204",144,,,747,"2,018",6
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,0,,"2,020",6
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GENERAL,"7,000",,,,,,"2,020",1
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"1,065","2,020",4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"75,580",,,,,,"2,018",12
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"4,623",,,,,"2,020",1
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,,,,747,"5,618","2,018",12
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"2,123,922",,,,,,"2,019",2
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"56,116",,,,,"2,019",8
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,,"20,227",,,,,"2,018",7
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"74,590",,"2,019",11
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"46,474","13,767",,,,"2,368","2,018",8
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,CONTENEDORES,,,,,275,,"2,020",12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"9,248",,,,,,"2,020",3
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,549,"2,791",,,,"6,441","2,018",1
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,"2,500","7,598",,,,,"2,018",6
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"2,059",,,,,"2,018",9
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"71,519",,,,,"2,020",7
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,185,"1,147",,,,,"2,020",2
TUMACO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"45,505",,,,,,"2,018",6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GENERAL,,"12,602",,,,,"2,018",10
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"110,732","157,913","1,022,703",,,,"2,019",2
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,"3,112","2,019",8
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"83,007",,,,,,"2,018",5
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,,"12,192",,,,,"2,020",5
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"11,895",,,,,"2,020",1
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"68,241",,,,,"2,019",7
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"40,518",,,,,"2,019",6
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"21,180",,,,,"2,020",10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,92,"39,259",,,,"1,503","2,018",5
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"180,223",,,,"53,667","2,020",5
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"3,336,703",,,,,,"2,019",3
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"36,937",,,,,"2,019",3
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"81,179",,,,,"69,462","2,020",5
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"17,078",,,,,"2,019",1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,"22,016","60,800",413,,,,"2,019",10
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"46,539",,,,,,"2,019",1
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"64,884",,,,,"2,018",8
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,GENERAL,"13,030",104,,,,,"2,019",2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"122,745","187,126","21,059",,,,"2,020",2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"121,878",,,,,"2,019",7
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"81,964","127,328","70,067",,,548,"2,019",7
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,"50,354",,,,,"2,020",9
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"216,567",,,,,"2,018",11
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"48,460",,,,,"2,020",12
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"2,462",,,,,"2,018",3
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"1,404",,,,,"2,019",9
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,GENERAL,"11,373",0,,,,,"2,018",4
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,"120,379",,,,,,"2,019",8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,"6,294","2,019",6
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"1,099","5,336",,,,,"2,019",1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"342,033",,,,,,"2,019",10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL SOLIDO DIFER. DE CARBON,,,,,,121,"2,020",2
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"19,118",,,,,"2,018",2
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"116,381",,"2,020",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,125,"64,095",,,,,"2,018",4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"2,687",,,,"2,557","2,019",5
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"20,447",,,,,"2,018",11
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,981,"2,020",3
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"84,517",,"2,020",12
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"858,423",,,,,,"2,020",10
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"2,846",,,,,"2,018",6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,"5,424",,,,,786,"2,020",11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,"26,435","18,253",,,,,"2,020",9
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"47,934",,,,,,"2,018",8
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"6,171",,,,,888,"2,019",6
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"24,721",,,,,,"2,020",1
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,,"32,938",,,,,"2,019",3
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"90,821",,,,,,"2,020",12
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"10,290",,,,,"2,018",4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,"267,977",,,,,"2,019",4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"277,693",,,,,"2,019",2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"145,517",,,,,,"2,018",2
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,"5,291","2,019",1
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"13,644","4,162",,,,"32,110","2,020",12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,"2,093","10,991",386,,,208,"2,019",10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL SOLIDO DIFER. DE CARBON,,"21,119",,,,"2,470","2,019",3
TUMACO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"103,951",,,,,,"2,020",6
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,125,,"2,019",5
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"2,263",,,,,"2,018",1
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,,33,233,,,,"2,020",8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"29,637",,,,,"2,018",9
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,77,"15,743",,,,,"2,020",5
CARTAGENA,SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.,GRANEL LIQUIDO,"16,852",,,,,,"2,018",3
